"title","release_date","rating","director","writer","genres","runtime","original_language","budget","revenue"
"İçimdeki Şeytan","28/03/2007 (TH)","71","Banjong Pisanthanakun","","Korku,Gizem,Dram","1h 30m","Taylandça","-","$9,559,978.00"
"İçimdeki Şeytan","29/12/2023 (TR)","59","Bishal Dutta","","Korku,Gizem","1h 39m","İngilizce","-","$4,800,000.00"
"İçimdeki Yangın","17/09/2010 (CA)","81","Denis Villeneuve","","Dram,Savaş,Gizem","2h 11m","Fransızca","$6,800,000.00","$6,788,659.00"
"İçindeki Yabancı","05/10/2007 (TR)","65","Neil Jordan","","Suç,Dram,Gerilim","2h 2m","İngilizce","$70,000,000.00","$69,766,619.00"
"İdam Sehpası","29/01/1958 (FR)","76","Louis Malle","","Suç,Dram,Gerilim","1h 31m","Fransızca","-","$263,404.00"
"İftiranın Bedeli","04/10/1996 (US)","54","John Gray","","Aksiyon,Suç","1h 32m","İngilizce","$45,000,000.00","$20,350,000.00"
"İgor","08/05/2009 (TR)","59","Tony Leondis","","Animasyon,Komedi,Aile,Fantastik,Korku","1h 27m","İngilizce","$25,000,000.00","$30,700,000.00"
"İğne Deliği","17/12/1981 (GB)","66","Richard Marquand","","Dram,Gerilim","1h 48m","İngilizce","-","$18,000,000.00"
"İğrenç Dr. Phibes","26/08/1971 (GB)","69","Robert Fuest","","Korku,Komedi","1h 34m","İngilizce","-","$1,827,000.00"
"İhanet","26/09/1997 (US)","68","Lee Tamahori","","Aksiyon,Macera,Dram","1h 57m","İngilizce","$30,000,000.00","$43,300,000.00"
"İhlal: Yaşam Karşıtı","18/12/2020 (US)","42","John Suits","Corey Large","Bilim-Kurgu,Aksiyon,Korku","1h 32m","İngilizce","-","$39,328.00"
"İhtiras Rüzgarları","16/12/1994 (US)","74","Edward Zwick","","Macera,Dram,Romantik,Savaş,Vahşi Batı","2h 13m","İngilizce","$30,000,000.00","$160,638,883.00"
"İhtiras Tramvayı","19/09/1951 (US)","76","Elia Kazan","","Dram,Gerilim","2h 5m","İngilizce","$1,800,000.00","$8,000,000.00"
"İhtiyar Delikanlı","15/10/2004 (TR)","83","Park Chan-wook","","Dram,Gerilim,Gizem,Aksiyon","2h","Korece","$3,000,000.00","$17,500,000.00"
"İhtiyarlara Yer Yok","08/11/2007 (US)","79","Joel Coen","","Suç,Dram,Gerilim","2h 2m","İngilizce","$25,000,000.00","$171,627,166.00"
"İki Aşık","13/02/2009 (US)","68","James Gray","James Gray","Dram,Romantik","1h 50m","İngilizce","$9,800,000.00","$16,303,643.00"
"İki Aşk Arasında","24/07/2015 (TR)","56","Tom Vaughan","","Komedi,Romantik","1h 39m","İngilizce","-","$2,400,000.00"
"İki Babalık","24/11/2009 (US)","55","Walt Becker","David Weissman","Komedi,Aile","1h 28m","İngilizce","$35,000,000.00","$96,753,696.00"
"İki Eli Kanda","12/08/2016 (US)","73","David Mackenzie","Taylor Sheridan","Vahşi Batı,Suç,Dram","1h 42m","İngilizce","$12,000,000.00","$37,600,000.00"
"İki Fıstık","23/06/2004 (US)","70","Keenen Ivory Wayans","","Komedi,Suç","1h 49m","İngilizce","$37,000,000.00","$113,100,000.00"
"İki Gün ve Bir Gece","26/12/2014 (TR)","69","Luc Dardenne","","Dram","1h 35m","Fransızca","$7,000,000.00","$9,016,922.00"
"İki Kadın","23/12/1960 (IT)","78","Vittorio De Sica","","Dram,Savaş","1h 40m","İtalyanca","-","-"
"İkili Oyun","19/05/2020 (US)","52","James Krisel","James Krisel","Dram,Gizem,Gerilim","1h 30m","İngilizce","-","-"
"İkili Oyun","06/08/1999 (US)","67","John McTiernan","","Dram,Suç,Romantik","1h 53m","İngilizce","$48,000,000.00","$124,300,000.00"
"İkili Takım","04/04/1997 (US)","51","Tsui Hark","","Aksiyon,Bilim-Kurgu","1h 33m","İngilizce","$30,000,000.00","$48,138,337.00"
"İkinci Bahar","15/05/2015 (US)","63","Brett Haley","Brett Haley","Dram,Komedi","1h 36m","İngilizce","$1,000,000.00","$7,449,681.00"
"İkinci Şans","01/04/2007 (GB)","73","Adrian Shergold","","Dram,Romantik,TV film","1h 33m","İngilizce","-","-"
"İkiyüzlü","05/09/2013 (KR)","67","Kim Ki-duk","","Dram","1h 29m","Korece","-","$11,563.00"
"İkiz Ejderler","15/01/1992 (HK)","68","Tsui Hark","Tsui Hark","Komedi,Aksiyon","1h 40m","Cantonese","$10,000,000.00","$8,332,431.00"
"İkiz Tepeler: Ateş Benimle Yürür","07/05/1993 (TR)","74","David Lynch","David Lynch","Dram,Gizem,Korku","2h 15m","İngilizce","$10,000,000.00","$4,248,389.00"
"İkizler","09/12/1988 (US)","60","Ivan Reitman","","Komedi","1h 46m","İngilizce","$15,000,000.00","$216,614,388.00"
"İkizler Projesi","11/10/2019 (TR)","63","Ang Lee","","Bilim-Kurgu,Aksiyon,Gerilim","1h 57m","İngilizce","$140,000,000.00","$173,469,516.00"
"İkna","15/07/2022 (TR)","60","Carrie Cracknell","","Romantik,Dram,Komedi","1h 49m","İngilizce","-","-"
"İlişki Durumu: Kaçamak","29/08/2014 (US)","59","Peter Bogdanovich","","Komedi,Romantik","1h 33m","İngilizce","-","$3,118,433.00"
"İlişki Durumu: Karmaşık","25/12/2009 (US)","65","Nancy Meyers","","Komedi,Romantik","2h 1m","İngilizce","$85,000,000.00","$219,103,655.00"
"İlk Arınma Gecesi","20/07/2018 (TR)","60","Gerard McMurray","James DeMonaco","Korku,Aksiyon,Gerilim","1h 37m","İngilizce","$13,000,000.00","$137,056,262.00"
"İlk Aşk","06/08/2010 (US)","80","Rob Reiner","","Romantik,Dram","1h 29m","İngilizce","$14,000,000.00","$1,755,212.00"
"İlk Aşk, İlk Dans","21/08/1987 (US)","73","Emile Ardolino","Eleanor Bergstein","Dram,Müzik,Romantik","1h 37m","İngilizce","$6,000,000.00","$214,577,242.00"
"İlk Bakışta Aşk'ın İstatistiksel Olasılığı","15/09/2023 (TR)","73","Vanessa Caswill","","Romantik,Dram","1h 31m","İngilizce","-","-"
"İlk Beş","12/12/2014 (US)","61","Chris Rock","Chris Rock","Dram,Komedi","1h 42m","İngilizce","-","$25,434,291.00"
"İlk Canilik","20/01/1995 (US)","72","Marc Rocco","","Suç,Dram","2h 2m","İngilizce","$20,000,000.00","$29,500,000.00"
"İlk Eşler Kulübü","20/09/1996 (US)","67","Hugh Wilson","","Komedi","1h 42m","İngilizce","$26,000,000.00","$116,400,000.00"
"İlk Gün","05/10/2001 (US)","75","Antoine Fuqua","","Aksiyon,Suç,Dram","2h 2m","İngilizce","$45,000,000.00","$104,900,000.00"
"İlk Korku","29/11/1996 (TR)","77","Gregory Hoblit","","Suç,Dram,Gizem,Gerilim","2h 9m","İngilizce","$30,000,000.00","$102,600,000.00"
"İlk ve Son Aşkım","14/09/2012 (TR)","66","Lorene Scafaria","","Komedi,Dram,Romantik,Macera","1h 41m","İngilizce","$10,000,000.00","$9,636,289.00"
"İlk Yenilmez: Kaptan Amerika","22/07/2011 (US)","70","Joe Johnston","","Aksiyon,Macera,Bilim-Kurgu","2h 6m","İngilizce","$140,000,000.00","$370,569,774.00"
"İlkbahar, Yaz, Sonbahar, Kış... Ve İlkbahar","19/09/2003 (KR)","79","Kim Ki-duk","Kim Ki-duk","Dram","1h 43m","Korece","-","$8,945,072.00"
"İmkansızın Şarkısı","11/12/2010 (JP)","63","Tran Anh Hung","","Dram,Romantik","2h 13m","Japonca","-","$17,636,261.00"
"İmparator","08/03/2013 (US)","61","Peter Webber","","Dram,Tarih,Savaş","1h 45m","İngilizce","-","$14,858,240.00"
"İmparator: Yeraltı Dünyasının Hükümdarı","19/12/2018 (FR)","63","Jean-François Richet","","Dram,Suç,Gerilim","2h 1m","Fransızca","-","-"
"İmparatorun Yolculuğu","01/04/2005 (TR)","71","Luc Jacquet","","Belgesel,Aile","1h 20m","Fransızca","$8,000,000.00","$127,392,693.00"
"İnan Bana: Lisa McVey Olayı","30/09/2018 (US)","81","Jim Donovan","Christina Welsh","Dram,TV film","1h 28m","İngilizce","-","-"
"İnancın Tuzağı","03/03/2016 (DK)","70","Hans Petter Moland","","Suç,Dram,Gizem,Gerilim","1h 48m","Danca","$5,210,000.00","$9,700,000.00"
"İnançlı","17/05/2002 (US)","69","Henry Bean","","Dram","1h 38m","İngilizce","$1,500,000.00","$1,309,316.00"
"İnanılmaz Aile","14/01/2005 (TR)","77","Brad Bird","Brad Bird","Aksiyon,Macera,Animasyon,Aile","1h 55m","İngilizce","$92,000,000.00","$631,442,092.00"
"İnanılmaz Aile 2","22/06/2018 (TR)","75","Brad Bird","Brad Bird","Aksiyon,Macera,Animasyon,Aile","1h 58m","İngilizce","$200,000,000.00","$1,242,805,359.00"
"İnanılmaz Örümcek Adam 2","25/04/2014 (TR)","65","Marc Webb","","Aksiyon,Macera,Bilim-Kurgu","2h 21m","İngilizce","$200,000,000.00","$708,962,323.00"
"İnanılmaz Sihirbazlar","15/03/2013 (US)","57","Don Scardino","","Komedi","1h 40m","İngilizce","$30,000,000.00","$27,437,881.00"
"İnce Kırmızı Hat","23/12/1998 (US)","74","Terrence Malick","","Dram,Tarih,Savaş","2h 51m","İngilizce","$52,000,000.00","$98,126,565.00"
"İneklerin İntikamı","20/07/1984 (US)","64","Jeff Kanew","","Komedi","1h 30m","İngilizce","-","-"
"İnfazcı","24/09/2004 (TR)","63","Jonathan Hensleigh","Jonathan Hensleigh","Aksiyon,Suç,Dram","2h 4m","İngilizce","$33,000,000.00","$54,700,105.00"
"İnfazcı","23/09/2022 (US)","70","Richard Hughes","W. Peter Iliff","Aksiyon,Suç,Dram","1h 31m","İngilizce","$1,261,569.00","-"
"İnfazcı 2: Savaş Bölgesi","05/12/2008 (US)","58","Lexi Alexander","Matt Holloway","Aksiyon,Suç","1h 42m","İngilizce","$20,500,000.00","$10,089,373.00"
"İngiliz Hasta","14/11/1996 (US)","72","Anthony Minghella","","Dram,Romantik,Savaş","2h 42m","İngilizce","$27,000,000.00","$231,976,425.00"
"İngilizler Geliyor","04/05/2018 (US)","40","James Oakley","James Oakley","Komedi,Suç","1h 35m","İngilizce","$13,000,000.00","-"
"İnsan Avı","11/09/2014 (GB)","65","Anton Corbijn","","Gerilim","2h 1m","İngilizce","$15,000,000.00","$31,554,855.00"
"İnsan Kırkayak 3","22/05/2015 (US)","38","Tom Six","Tom Six","Korku,Komedi","1h 43m","İngilizce","-","$16,184.00"
"İnsanlar Yaşadıkça","28/08/1953 (US)","73","Fred Zinnemann","","Savaş,Romantik,Dram","1h 58m","İngilizce","$1,650,000.00","$30,500,000.00"
"İnsanlık Suçu","28/08/1951 (US)","73","George Stevens","","Dram,Romantik,Suç","2h 2m","İngilizce","$2,300,000.00","$7,000,000.00"
"İntikam","07/02/2018 (FR)","65","Coralie Fargeat","Coralie Fargeat","Aksiyon,Korku","1h 49m","Fransızca","$2,900,000.00","$938,055.00"
"İntikam","25/04/2014 (US)","68","Jeremy Saulnier","Jeremy Saulnier","Suç,Gerilim","1h 31m","İngilizce","$420,000.00","$993,313.00"
"İntikam","06/12/2018 (KR)","54","Lee Seung-Won","","Aksiyon","1h 42m","Korece","-","-"
"İntikam","08/12/2017 (TR)","70","Martin Campbell","","Aksiyon,Gerilim","1h 54m","İngilizce","$35,000,000.00","$145,374,099.00"
"İntikam Kapanı","20/09/2014 (US)","55","Joe Lynch","","Gerilim,Aksiyon","1h 33m","İngilizce","-","$358,156.00"
"İntikam Kurşunu","01/02/2013 (US)","56","Walter Hill","","Aksiyon,Suç,Gerilim","1h 32m","İngilizce","$55,000,000.00","$9,489,829.00"
"İntikam Meleği","29/07/2005 (KR)","75","Park Chan-wook","Chung Seo-kyung","Dram,Gerilim","1h 52m","Korece","-","$23,803,308.00"
"İntikam Meleği","21/09/2018 (TR)","67","Pierre Morel","","Aksiyon,Gerilim","1h 42m","İngilizce","$25,000,000.00","$53,918,723.00"
"İntikam Peşinde","29/01/2010 (GB)","63","Martin Campbell","","Suç,Dram,Gizem,Gerilim","1h 57m","İngilizce","$80,000,000.00","$81,126,522.00"
"İntikam Vakti","26/11/2021 (TR)","76","Guy Ritchie","","Aksiyon,Suç,Gerilim","1h 59m","İngilizce","$40,000,000.00","$103,966,489.00"
"İntikam Yarışı","08/09/1995 (US)","64","Gordon Chan","Chan Hing-Kai","Aksiyon,Gerilim","1h 48m","Cantonese","-","-"
"İntikam Yemini","12/04/1991 (US)","61","John Flynn","","Aksiyon,Suç","1h 31m","İngilizce","$14,000,000.00","$39,673,161.00"
"İntikam Yolu","24/02/2011 (US)","55","Patrick Lussier","Patrick Lussier","Fantastik,Gerilim,Aksiyon,Suç","1h 45m","İngilizce","$50,000,000.00","$40,909,909.00"
"İntikam: Bir Aşk Hikayesi","15/09/2017 (US)","55","Johnny Martin","","Aksiyon,Dram,Gerilim","1h 39m","İngilizce","-","$4,526.00"
"İntikamın Bedeli","16/03/2012 (US)","59","Roger Donaldson","","Aksiyon,Dram,Gerilim","1h 45m","İngilizce","$17,000,000.00","$14,089,528.00"
"İpucu","13/12/1985 (US)","72","Jonathan Lynn","","Komedi,Gerilim,Suç,Gizem","1h 34m","İngilizce","$15,000,000.00","$14,643,997.00"
"İrade","27/09/2023 (BE)","65","Tim Mielants","Carl Joos","Dram,Savaş,Tarih","1h 54m","Felemenkçe; Flamanca","-","-"
"İri","13/10/2018 (US)","66","George Gallo","George Gallo","Dram","1h 47m","İngilizce","-","-"
"İrlanda Rüyası","15/03/2024 (TR)","63","Janeen Damian","Kirsten Hansen","Romantik,Komedi,Fantastik","1h 34m","İngilizce","-","-"
"İsimsiz","20/03/2009 (US)","76","Cary Joji Fukunaga","","Dram,Aksiyon,Gerilim,Suç","1h 36m","İspanyolca; Kastilyaca","-","$5,102,705.00"
"İsimsiz Gangster","02/02/2012 (KR)","69","Yoon Jong-bin","Yoon Jong-bin","Suç,Gerilim","2h 13m","Korece","$125,000.00","-"
"İskelet Anahtar","26/08/2005 (TR)","66","Iain Softley","Ehren Kruger","Dram,Korku,Gizem,Gerilim","1h 44m","İngilizce","$43,000,000.00","$93,983,911.00"
"İskoç Kraliçesi Mary","01/02/2019 (TR)","66","Josie Rourke","","Dram,Tarih","2h 5m","İngilizce","$25,000,000.00","$37,800,000.00"
"İskoçyalı","29/08/1986 (GB)","69","Russell Mulcahy","","Macera,Aksiyon,Fantastik","1h 50m","İngilizce","$19,000,000.00","$12,900,000.00"
"İskoçyalı 3: Ölümsüz Savaşçı","27/01/1995 (US)","47","Andrew Morahan","","Fantastik,Aksiyon,Macera","1h 39m","İngilizce","$30,000,000.00","$36,700,000.00"
"İskoçya'nın Son Kralı","23/02/2007 (TR)","74","Kevin Macdonald","","Dram","2h 3m","İngilizce","$6,000,000.00","$48,600,000.00"
"İstanbul İçin Son Çağrı","24/11/2023 (TR)","66","Gönenç Uyanık","Nuran Evren Şit","Romantik,Dram","1h 31m","Türkçe","-","-"
"İstikamet: Düğün","28/09/2018 (TR)","58","Victor Levin","Victor Levin","Romantik,Komedi,Dram","1h 30m","İngilizce","-","-"
"İstila","29/10/2010 (US)","62","Gareth Edwards","Gareth Edwards","Dram,Gerilim,Bilim-Kurgu","1h 34m","İngilizce","$500,000.00","$5,639,730.00"
"İstila","17/08/2007 (US)","60","Oliver Hirschbiegel","","Bilim-Kurgu,Gerilim,Gizem,Korku","1h 39m","İngilizce","$80,000,000.00","$40,170,558.00"
"İstila Altında","15/03/2019 (US)","56","Rupert Wyatt","","Bilim-Kurgu,Aksiyon,Macera,Korku,Gerilim","1h 50m","İngilizce","$25,000,000.00","$8,808,611.00"
"İstisna","25/07/2017 (GB)","69","David Leveaux","","Savaş,Dram","1h 47m","İngilizce","-","$708,973.00"
"İsviçreli Robinson Ailesi","21/12/1960 (US)","69","Ken Annakin","","Macera,Aile","2h 6m","İngilizce","$5,000,000.00","$40,356,000.00"
"İsyan","06/12/2002 (US)","70","Kurt Wimmer","","Aksiyon,Bilim-Kurgu,Gerilim","1h 47m","İngilizce","$20,000,000.00","$5,400,000.00"
"İsyan","20/07/2012 (TR)","59","Stephen St. Leger","Stephen St. Leger","Aksiyon,Gerilim,Bilim-Kurgu","1h 35m","İngilizce","$20,000,000.00","$32,948,113.00"
"İşaretler","18/10/2002 (TR)","67","M. Night Shyamalan","M. Night Shyamalan","Dram,Gerilim,Bilim-Kurgu,Gizem","1h 46m","İngilizce","$72,000,000.00","$408,200,000.00"
"İşgalci 33D","06/10/2011 (HK)","57","Cash Chin Man-Kei","","Komedi,Bilim-Kurgu","1h 22m","Çince","-","-"
"İşkence Klubü","19/07/2014 (JP)","52","Kōta Yoshida","","Dram,Komedi","1h 37m","Japonca","-","-"
"İşkence Odası","10/09/2008 (CA)","73","Pascal Laugier","Pascal Laugier","Korku,Dram,Gerilim","1h 39m","Fransızca","$6,500,000.00","$1,100,000.00"
"İşte Böyle Bir Kız","29/01/1999 (US)","63","Robert Iscove","","Komedi,Romantik","1h 35m","İngilizce","$10,000,000.00","$103,166,989.00"
"İşte Spartalılar","24/01/2008 (US)","40","Jason Friedberg","Jason Friedberg","Komedi,Savaş","1h 24m","İngilizce","$30,000,000.00","$85,897,593.00"
"İtaat","24/08/2012 (US)","64","Craig Zobel","","Dram,Gerilim","1h 30m","İngilizce","$270,000.00","$592,116.00"
"İtaatsizlik","30/11/2018 (IE)","69","Sebastián Lelio","Sebastián Lelio","Dram,Romantik","1h 54m","İngilizce","$6,000,000.00","$8,000,000.00"
"İtalyan Usulü Aşk","24/08/2018 (CA)","67","Donald Petrie","Steve Galluccio","Komedi,Romantik","1h 41m","İngilizce","-","-"
"İtalyan Usûlü Soygun","02/06/1969 (GB)","70","Peter Collinson","Troy Kennedy Martin","Aksiyon,Suç,Komedi,Gerilim","1h 39m","İngilizce","$3,000,000.00","-"
"İtiraf: Bölüm 2","25/12/2013 (DK)","67","Lars von Trier","Lars von Trier","Dram,Gizem","2h 4m","İngilizce","-","$4,934,725.00"
"İyi Bir Dinozor","15/01/2016 (TR)","67","Peter Sohn","","Macera,Animasyon,Aile","1h 33m","İngilizce","$175,000,000.00","$332,207,671.00"
"İyi Kalpli Koca Adam","01/07/2016 (US)","63","Steven Spielberg","","Macera,Aile,Fantastik","1h 57m","İngilizce","$140,000,000.00","$195,243,411.00"
"İyi ki Aldatılmışım!","25/10/2023 (TR)","61","Diego Freitas","Sue Hecker","Romantik,Gizem,Dram","1h 38m","Portekizce","-","-"
"İyi Olan Kazansın","02/03/2012 (TR)","62","McG","","Aksiyon,Komedi,Romantik","1h 38m","İngilizce","$65,000,000.00","$156,974,557.00"
"İyi Olan Kazansın","09/10/2020 (US)","64","Tim Hill","","Komedi,Aile","1h 38m","İngilizce","$18,000,000.00","$43,387,445.00"
"İyi Şanslar Chuck","21/09/2007 (US)","59","Mark Helfrich","","Komedi,Romantik","1h 41m","İngilizce","$25,000,000.00","$59,768,495.00"
"İyi Şanslar Pokémon","10/07/2010 (JP)","67","Kunihiko Yuyama","","Aile,Animasyon,Macera,Fantastik","1h 36m","Japonca","-","-"
"İyi, Kötü ve Tuhaf","16/07/2008 (KR)","72","Kim Jee-woon","","Aksiyon,Macera,Komedi,Vahşi Batı","2h 10m","Korece","$10,000,000.00","-"
"İyilik Bul, İyilik Yap","20/10/2000 (US)","73","Mimi Leder","","Dram","2h 2m","İngilizce","$40,000,000.00","$55,707,411.00"
"İyilik ve Kötülük Okulu","19/10/2022 (US)","71","Paul Feig","","Fantastik,Komedi,Macera,Dram","2h 26m","İngilizce","-","-"
"İz Peşinde","25/02/2011 (TR)","73","Joel Coen","","Dram,Macera,Vahşi Batı","1h 50m","İngilizce","$38,000,000.00","$252,300,000.00"
"İz Sürücü","25/05/1979 (SU)","82","Andrei Tarkovsky","Arkadiy Strugatskiy","Bilim-Kurgu,Dram","2h 42m","Rusça","$120,000.00","-"
"İzciler Zombilere Karşı","30/10/2015 (TR)","65","Christopher Landon","","Komedi,Korku","1h 33m","İngilizce","$15,000,000.00","$14,900,000.00"
"İzleyici","08/09/2000 (US)","51","Joe Charbanic","","Gizem,Gerilim","1h 36m","İngilizce","$33,000,000.00","-"
"Jack","09/08/1996 (US)","63","Francis Ford Coppola","","Komedi,Aile,Dram","1h 53m","İngilizce","$45,000,000.00","$58,600,000.00"
"Jack Frost","18/11/1997 (US)","51","Michael Cooney","Michael Cooney","Fantastik,Korku,Komedi","1h 29m","İngilizce","-","-"
"Jack Reacher","21/12/2012 (TR)","66","Christopher McQuarrie","","Suç,Dram,Gerilim,Aksiyon","2h 10m","İngilizce","$60,000,000.00","$218,300,000.00"
"Jack Reacher: Asla Geri Dönme","21/10/2016 (US)","60","Edward Zwick","","Aksiyon,Gerilim","1h 58m","İngilizce","$60,000,000.00","$162,100,000.00"
"Jack Ryan: Gölge Ajan","24/01/2014 (TR)","61","Kenneth Branagh","Tom Clancy","Aksiyon,Dram,Gerilim","1h 45m","İngilizce","$60,000,000.00","$135,500,000.00"
"Jack ve Jill","11/11/2011 (US)","44","Dennis Dugan","","Komedi","1h 31m","İngilizce","$79,000,000.00","$149,700,000.00"
"Jack ve Mekanik Kalp","05/02/2014 (FR)","72","Mathias Malzieu","Mathias Malzieu","Animasyon,Romantik,Macera,Dram,Fantastik","1h 34m","Fransızca","$33,746,302.00","$3,484,370.00"
"Jackass 3D","15/10/2010 (US)","66","Jeff Tremaine","Jeff Tremaine","Komedi,Belgesel,Aksiyon","1h 39m","İngilizce","$20,000,000.00","$117,224,271.00"
"Jackie Brown","22/05/1998 (TR)","74","Quentin Tarantino","","Suç,Dram,Gerilim","2h 34m","İngilizce","$12,000,000.00","$39,673,162.00"
"Jack'in Yaptığı Ev","08/10/2018 (TR)","71","Lars von Trier","Lars von Trier","Dram,Korku,Suç,Gerilim","2h 35m","İngilizce","$9,800,000.00","$5,566,776.00"
"Jacques Rozier: From One Wave to Another","19/05/2024 (FR)","0","Emmanuel Barnault","","Belgesel","1h","Fransızca","-","-"
"Jade","16/02/2024 (US)","55","James Bamford","James Bamford","Aksiyon,Gerilim","1h 28m","İngilizce","-","-"
"Jai Lava Kusa","21/09/2017 (IN)","69","Bobby Kolli","Kona Venkat","Aksiyon,Gerilim","2h 30m","Telugu","-","-"
"Jakuzi Ekspres","26/03/2010 (US)","60","Steve Pink","","Bilim-Kurgu,Komedi,Macera","1h 41m","İngilizce","$36,000,000.00","$64,780,213.00"
"Jakuzi Ekspres 2","20/02/2015 (US)","52","Steve Pink","Josh Heald","Komedi","1h 33m","İngilizce","$36,000,000.00","$64,800,000.00"
"Jamaica Inn","12/05/1939 (GB)","60","Alfred Hitchcock","","Suç,Tarih,Macera,Gerilim","1h 48m","İngilizce","-","-"
"Jamon Jamon","03/09/1992 (ES)","62","Bigas Luna","","Komedi,Dram,Romantik","1h 35m","İspanyolca; Kastilyaca","-","-"
"Jan Dara 2","07/02/2013 (TH)","59","Pundhevanop Dhewakul","Pundhevanop Dhewakul","Dram,Romantik","2h 18m","Taylandça","-","-"
"Jane'in Silahı Var","29/01/2016 (US)","58","Gavin O'Connor","Anthony Tambakis","Vahşi Batı,Aksiyon,Dram","1h 38m","İngilizce","$25,000,000.00","$1,397,284.00"
"Jane'in Zaferi","22/08/1997 (US)","64","Ridley Scott","","Aksiyon,Dram","2h 5m","İngilizce","$50,000,000.00","$48,169,156.00"
"Jaque Mate","25/01/2024 (AR)","51","Jorge Nisco","Leandro Calderone","Aksiyon,Komedi","1h 44m","İspanyolca; Kastilyaca","-","-"
"Jarhead: Dönüş Kanunu","01/10/2019 (US)","65","Don Michael Paul","Don Michael Paul","Savaş","1h 43m","İngilizce","-","-"
"Jason Bourne","29/07/2016 (US)","63","Paul Greengrass","Paul Greengrass","Aksiyon,Gerilim","2h 3m","İngilizce","$120,000,000.00","$415,484,914.00"
"Jaws 2","16/06/1978 (US)","60","Jeannot Szwarc","","Korku,Gerilim","1h 57m","İngilizce","$20,000,000.00","$187,884,007.00"
"Jaws 3","22/07/1983 (US)","44","Joe Alves","","Gerilim,Korku","1h 39m","İngilizce","$20,500,000.00","$87,987,055.00"
"Jaws 4: İntikam","17/07/1987 (US)","41","Joseph Sargent","Michael De Guzman","Macera,Gerilim,Korku","1h 29m","İngilizce","$23,000,000.00","$51,881,013.00"
